C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/19/2017,20:00:00,REGULAR,0005042163,0005959762                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/20/2017,00:00:00,REGULAR,0005042337,0005959812                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/20/2017,04:00:00,REGULAR,0005042348,0005959817                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/20/2017,08:00:00,REGULAR,0005042392,0005960149                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/20/2017,12:00:00,REGULAR,0005042618,0005960713                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/20/2017,16:00:00,REGULAR,0005042842,0005960892                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/20/2017,20:00:00,REGULAR,0005043439,0005961076                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/21/2017,00:00:00,REGULAR,0005043640,0005961145                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/21/2017,04:00:00,REGULAR,0005043658,0005961149                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/21/2017,08:00:00,REGULAR,0005043700,0005961465                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/21/2017,12:00:00,REGULAR,0005043916,0005961948                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/21/2017,16:00:00,REGULAR,0005044151,0005962080                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/21/2017,20:00:00,REGULAR,0005044760,0005962235                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/22/2017,00:00:00,REGULAR,0005044951,0005962310                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/22/2017,04:00:00,REGULAR,0005044963,0005962321                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/22/2017,08:00:00,REGULAR,0005045003,0005962629                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/22/2017,12:00:00,REGULAR,0005045186,0005963183                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/22/2017,16:00:00,REGULAR,0005045447,0005963402                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/22/2017,20:00:00,REGULAR,0005046043,0005963565                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/23/2017,00:00:00,REGULAR,0005046264,0005963627                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/23/2017,04:00:00,REGULAR,0005046280,0005963635                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/23/2017,08:00:00,REGULAR,0005046321,0005963911                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/23/2017,12:00:00,REGULAR,0005046507,0005964374                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/23/2017,16:00:00,REGULAR,0005046841,0005964531                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/23/2017,20:00:00,REGULAR,0005047398,0005964672                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/17/2017,00:00:00,REGULAR,0006334933,0003380992                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/17/2017,04:00:00,REGULAR,0006334968,0003381002                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/17/2017,08:00:00,REGULAR,0006335002,0003381050                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/17/2017,12:00:00,REGULAR,0006335125,0003381160                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/17/2017,16:00:00,REGULAR,0006335429,0003381197                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/17/2017,20:00:00,REGULAR,0006335717,0003381234                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/18/2017,00:00:00,REGULAR,0006335881,0003381262                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/18/2017,04:00:00,REGULAR,0006335907,0003381283                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/18/2017,08:00:00,REGULAR,0006335922,0003381305                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/18/2017,12:00:00,REGULAR,0006336020,0003381375                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/18/2017,16:00:00,REGULAR,0006336190,0003381434                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/18/2017,20:00:00,REGULAR,0006336405,0003381488                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2017,00:00:00,REGULAR,0006336545,0003381523                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2017,04:00:00,REGULAR,0006336565,0003381524                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2017,08:00:00,REGULAR,0006336615,0003381719                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2017,12:00:00,REGULAR,0006336855,0003381961                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2017,16:00:00,REGULAR,0006337101,0003382030                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2017,20:00:00,REGULAR,0006337752,0003382083                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2017,00:00:00,REGULAR,0006337929,0003382118                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2017,04:00:00,REGULAR,0006337949,0003382119                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2017,08:00:00,REGULAR,0006338016,0003382328                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2017,12:00:00,REGULAR,0006338290,0003382592                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2017,16:00:00,REGULAR,0006338559,0003382680                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2017,20:00:00,REGULAR,0006339226,0003382728                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2017,00:00:00,REGULAR,0006339470,0003382758                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2017,04:00:00,REGULAR,0006339495,0003382759                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2017,08:00:00,REGULAR,0006339546,0003382960                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2017,12:00:00,REGULAR,0006339786,0003383192                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2017,16:00:00,REGULAR,0006340059,0003383236                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2017,20:00:00,REGULAR,0006340701,0003383314                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2017,00:00:00,REGULAR,0006340910,0003383346                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2017,04:00:00,REGULAR,0006340931,0003383347                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2017,08:00:00,REGULAR,0006340989,0003383543                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2017,12:00:00,REGULAR,0006341224,0003383809                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2017,16:00:00,REGULAR,0006341510,0003383903                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2017,20:00:00,REGULAR,0006342157,0003383953                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/23/2017,00:00:00,REGULAR,0006342428,0003383981                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/23/2017,04:00:00,REGULAR,0006342458,0003383985                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/23/2017,08:00:00,REGULAR,0006342508,0003384154                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/23/2017,12:00:00,REGULAR,0006342704,0003384371                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/23/2017,16:00:00,REGULAR,0006343019,0003384432                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/23/2017,20:00:00,REGULAR,0006343605,0003384481                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2017,00:00:00,REGULAR,0010212326,0001316806                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2017,04:00:00,REGULAR,0010212408,0001316811                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2017,08:00:00,REGULAR,0010212483,0001316824                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2017,12:00:00,REGULAR,0010212682,0001316872                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2017,16:00:00,REGULAR,0010213011,0001316884                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2017,20:00:00,REGULAR,0010213397,0001316891                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2017,00:00:00,REGULAR,0010213678,0001316893                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2017,04:00:00,REGULAR,0010213748,0001316909                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2017,08:00:00,REGULAR,0010213793,0001316921                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2017,12:00:00,REGULAR,0010213979,0001316940                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2017,16:00:00,REGULAR,0010214254,0001316958                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2017,20:00:00,REGULAR,0010214599,0001316976                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2017,00:00:00,REGULAR,0010214821,0001316979                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2017,04:00:00,REGULAR,0010214864,0001316982                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2017,08:00:00,REGULAR,0010215003,0001317032                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2017,12:00:00,REGULAR,0010215380,0001317083                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2017,16:00:00,REGULAR,0010215769,0001317111                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2017,20:00:00,REGULAR,0010216517,0001317125                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2017,00:00:00,REGULAR,0010216794,0001317132                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2017,04:00:00,REGULAR,0010216837,0001317133                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2017,08:00:00,REGULAR,0010217000,0001317200                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2017,12:00:00,REGULAR,0010217441,0001317265                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2017,16:00:00,REGULAR,0010217862,0001317289                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2017,20:00:00,REGULAR,0010218745,0001317307                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2017,00:00:00,REGULAR,0010219148,0001317315                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2017,04:00:00,REGULAR,0010219192,0001317317                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2017,08:00:00,REGULAR,0010219348,0001317361                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2017,12:00:00,REGULAR,0010219750,0001317410                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2017,16:00:00,REGULAR,0010220201,0001317433                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2017,20:00:00,REGULAR,0010221019,0001317449                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2017,00:00:00,REGULAR,0010221391,0001317459                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2017,04:00:00,REGULAR,0010221449,0001317460                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2017,08:00:00,REGULAR,0010221586,0001317506                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2017,12:00:00,REGULAR,0010221982,0001317571                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2017,16:00:00,REGULAR,0010222408,0001317608                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2017,20:00:00,REGULAR,0010223250,0001317627                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/23/2017,00:00:00,REGULAR,0010223605,0001317645                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/23/2017,04:00:00,REGULAR,0010223654,0001317645                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/23/2017,08:00:00,REGULAR,0010223795,0001317691                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/23/2017,12:00:00,REGULAR,0010224174,0001317732                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/23/2017,16:00:00,REGULAR,0010224585,0001317760                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/23/2017,20:00:00,REGULAR,0010225428,0001317779                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2017,00:00:00,REGULAR,0008039141,0000483105                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2017,04:00:00,REGULAR,0008039164,0000483106                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2017,08:00:00,REGULAR,0008039199,0000483107                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2017,12:00:00,REGULAR,0008039357,0000483113                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2017,16:00:00,REGULAR,0008039600,0000483116                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2017,20:00:00,REGULAR,0008039842,0000483117                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/18/2017,00:00:00,REGULAR,0008040008,0000483122                                            
